phase,dataset,n,mode,k,topk,minlen,maxlen,rep,runtime_ms,patterns,pair_attempts,compatible_pairs,pdub_prunes,dub_prunes,aligned_checks,peak_heap_mb
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,4,6.776600,50,81,224,0,197,414148,81.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,5,5.337800,50,81,224,0,197,414148,85.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,6,5.521000,50,81,224,0,197,414148,91.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,7,6.890400,50,81,224,0,197,414148,97.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,8,5.410900,50,81,224,0,197,414148,101.880
central,DB4_SP500.txt,23046,tk-no-pdub,4.3391477913737744e-05,50,2,12,9,5.521500,50,81,224,0,197,414148,107.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,0,6.487700,50,189,751,598,0,374157,139.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,1,5.948600,50,189,751,598,0,374157,143.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,2,6.331400,50,189,751,598,0,374157,149.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,3,6.807600,50,189,751,598,0,374157,153.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,4,6.404300,50,189,751,598,0,374157,159.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,5,6.383200,50,189,751,598,0,374157,165.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,6,6.915100,50,189,751,598,0,374157,169.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,7,7.179200,50,189,751,598,0,374157,175.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,8,6.435700,50,189,751,598,0,374157,179.880
central,DB4_SP500.txt,23046,tk-no-dub,4.3391477913737744e-05,50,2,12,9,6.186500,50,189,751,598,0,374157,185.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,0,6.922800,50,81,224,71,108,374157,215.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,1,6.214400,50,81,224,71,108,374157,221.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,2,6.055400,50,81,224,71,108,374157,225.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,3,7.184900,50,81,224,71,108,374157,231.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,4,5.520700,50,81,224,71,108,374157,235.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,5,5.554300,50,81,224,71,108,374157,241.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,6,6.579500,50,81,224,71,108,374157,245.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,7,5.532100,50,81,224,71,108,374157,251.880
central,DB4_SP500.txt,23046,tk,4.3391477913737744e-05,50,2,12,8,7.836500,50,81,224,71,108,374157,255.880
